,offspring,model
1320,74,alpha=1.5
1321,88,alpha=1.5
1322,103,alpha=1.5
1323,99,alpha=1.5
1324,70,alpha=1.5
1325,59,alpha=1.5
1326,47,alpha=1.5
1327,89,alpha=1.5
1328,56,alpha=1.5
1329,76,alpha=1.5
1330,80,alpha=1.5
1331,123,alpha=1.5
1332,95,alpha=1.5
1333,84,alpha=1.5
1334,78,alpha=1.5
1335,133,alpha=1.5
1336,85,alpha=1.5
1337,74,alpha=1.5
1338,76,alpha=1.5
1339,56,alpha=1.5
1340,133,alpha=1.5
1341,98,alpha=1.5
1342,98,alpha=1.5
1343,117,alpha=1.5
1344,109,alpha=1.5
1345,97,alpha=1.5
1346,66,alpha=1.5
1347,160,alpha=1.5
1348,91,alpha=1.5
1349,111,alpha=1.5
1350,127,alpha=1.5
1351,273,alpha=1.5
1352,76,alpha=1.5
1353,132,alpha=1.5
1354,192,alpha=1.5
1355,117,alpha=1.5
1356,90,alpha=1.5
1357,90,alpha=1.5
1358,87,alpha=1.5
1359,101,alpha=1.5
1360,82,alpha=1.5
1361,91,alpha=1.5
1362,93,alpha=1.5
1363,113,alpha=1.5
1364,83,alpha=1.5
1365,80,alpha=1.5
1366,90,alpha=1.5
1367,106,alpha=1.5
1368,117,alpha=1.5
1369,97,alpha=1.5
1370,96,alpha=1.5
1371,68,alpha=1.5
1372,79,alpha=1.5
1373,101,alpha=1.5
1374,120,alpha=1.5
1375,41,alpha=1.5
1376,142,alpha=1.5
1377,169,alpha=1.5
1378,83,alpha=1.5
1379,75,alpha=1.5
1380,188,alpha=1.5
1381,95,alpha=1.5
1382,77,alpha=1.5
1383,147,alpha=1.5
1384,76,alpha=1.5
1385,91,alpha=1.5
1386,220,alpha=1.5
1387,99,alpha=1.5
1388,70,alpha=1.5
1389,76,alpha=1.5
1390,84,alpha=1.5
1391,109,alpha=1.5
1392,92,alpha=1.5
1393,100,alpha=1.5
1394,101,alpha=1.5
1395,79,alpha=1.5
1396,73,alpha=1.5
1397,79,alpha=1.5
1398,140,alpha=1.5
1399,65,alpha=1.5
1400,72,alpha=1.5
1401,107,alpha=1.5
1402,97,alpha=1.5
1403,76,alpha=1.5
1404,102,alpha=1.5
1405,68,alpha=1.5
1406,237,alpha=1.5
1407,71,alpha=1.5
1408,96,alpha=1.5
1409,102,alpha=1.5
1410,76,alpha=1.5
1411,98,alpha=1.5
1412,84,alpha=1.5
1413,73,alpha=1.5
1414,72,alpha=1.5
1415,116,alpha=1.5
1416,98,alpha=1.5
1417,77,alpha=1.5
1418,77,alpha=1.5
1419,69,alpha=1.5
1420,85,alpha=1.5
1421,118,alpha=1.5
1422,69,alpha=1.5
1423,93,alpha=1.5
1424,79,alpha=1.5
1425,65,alpha=1.5
1426,95,alpha=1.5
1427,65,alpha=1.5
1428,89,alpha=1.5
1429,135,alpha=1.5
1430,88,alpha=1.5
1431,58,alpha=1.5
1432,79,alpha=1.5
1433,72,alpha=1.5
1434,92,alpha=1.5
1435,112,alpha=1.5
1436,29,alpha=1.5
1437,111,alpha=1.5
1438,135,alpha=1.5
1439,90,alpha=1.5
1440,70,alpha=1.5
1441,88,alpha=1.5
1442,108,alpha=1.5
1443,98,alpha=1.5
1444,75,alpha=1.5
1445,150,alpha=1.5
1446,86,alpha=1.5
1447,127,alpha=1.5
1448,48,alpha=1.5
1449,102,alpha=1.5
1450,92,alpha=1.5
1451,87,alpha=1.5
1452,71,alpha=1.5
1453,81,alpha=1.5
1454,81,alpha=1.5
1455,80,alpha=1.5
1456,103,alpha=1.5
1457,89,alpha=1.5
1458,81,alpha=1.5
1459,96,alpha=1.5
1460,129,alpha=1.5
1461,82,alpha=1.5
1462,119,alpha=1.5
1463,191,alpha=1.5
1464,82,alpha=1.5
1465,76,alpha=1.5
1466,91,alpha=1.5
1467,161,alpha=1.5
1468,111,alpha=1.5
1469,73,alpha=1.5
1470,95,alpha=1.5
1471,46,alpha=1.5
1472,120,alpha=1.5
1473,81,alpha=1.5
1474,79,alpha=1.5
1475,80,alpha=1.5
1476,90,alpha=1.5
1477,220,alpha=1.5
1478,101,alpha=1.5
1479,86,alpha=1.5
1480,88,alpha=1.5
1481,71,alpha=1.5
1482,96,alpha=1.5
1483,71,alpha=1.5
1484,67,alpha=1.5
1485,87,alpha=1.5
1486,142,alpha=1.5
1487,100,alpha=1.5
1488,96,alpha=1.5
1489,94,alpha=1.5
1490,84,alpha=1.5
1491,89,alpha=1.5
1492,58,alpha=1.5
1493,69,alpha=1.5
1494,78,alpha=1.5
1495,105,alpha=1.5
1496,61,alpha=1.5
1497,68,alpha=1.5
1498,149,alpha=1.5
1499,48,alpha=1.5
1500,90,alpha=1.5
1501,134,alpha=1.5
1502,75,alpha=1.5
1503,58,alpha=1.5
1504,155,alpha=1.5
1505,100,alpha=1.5
1506,102,alpha=1.5
1507,115,alpha=1.5
1508,132,alpha=1.5
1509,77,alpha=1.5
1510,74,alpha=1.5
1511,67,alpha=1.5
1512,137,alpha=1.5
1513,61,alpha=1.5
1514,99,alpha=1.5
1515,138,alpha=1.5
1516,94,alpha=1.5
1517,60,alpha=1.5
1518,90,alpha=1.5
1519,79,alpha=1.5
1520,114,alpha=1.5
1521,78,alpha=1.5
1522,99,alpha=1.5
1523,98,alpha=1.5
1524,57,alpha=1.5
1525,202,alpha=1.5
1526,200,alpha=1.5
1527,59,alpha=1.5
1528,80,alpha=1.5
1529,71,alpha=1.5
1530,138,alpha=1.5
1531,63,alpha=1.5
1532,97,alpha=1.5
1533,97,alpha=1.5
1534,83,alpha=1.5
1535,59,alpha=1.5
1536,87,alpha=1.5
1537,91,alpha=1.5
1538,86,alpha=1.5
1539,138,alpha=1.5
1540,74,alpha=1.5
1541,103,alpha=1.5
1542,106,alpha=1.5
1543,193,alpha=1.5
1544,222,alpha=1.5
1545,85,alpha=1.5
1546,116,alpha=1.5
1547,83,alpha=1.5
1548,81,alpha=1.5
1549,74,alpha=1.5
1550,89,alpha=1.5
1551,199,alpha=1.5
1552,70,alpha=1.5
1553,85,alpha=1.5
1554,89,alpha=1.5
1555,117,alpha=1.5
1556,92,alpha=1.5
1557,144,alpha=1.5
1558,69,alpha=1.5
1559,71,alpha=1.5
1560,60,alpha=1.5
1561,74,alpha=1.5
1562,130,alpha=1.5
1563,140,alpha=1.5
1564,100,alpha=1.5
1565,87,alpha=1.5
1566,143,alpha=1.5
1567,74,alpha=1.5
1568,104,alpha=1.5
1569,76,alpha=1.5
1570,74,alpha=1.5
1571,80,alpha=1.5
1572,84,alpha=1.5
1573,103,alpha=1.5
1574,188,alpha=1.5
1575,149,alpha=1.5
1576,118,alpha=1.5
1577,73,alpha=1.5
1578,63,alpha=1.5
1579,98,alpha=1.5
1580,71,alpha=1.5
1581,101,alpha=1.5
1582,117,alpha=1.5
1583,67,alpha=1.5
1584,90,alpha=1.5
1585,98,alpha=1.5
1586,93,alpha=1.5
1587,80,alpha=1.5
1588,130,alpha=1.5
1589,101,alpha=1.5
1590,122,alpha=1.5
1591,73,alpha=1.5
1592,76,alpha=1.5
1593,110,alpha=1.5
1594,112,alpha=1.5
1595,74,alpha=1.5
1596,215,alpha=1.5
1597,83,alpha=1.5
1598,64,alpha=1.5
1599,120,alpha=1.5
1600,170,alpha=1.5
1601,90,alpha=1.5
1602,228,alpha=1.5
1603,75,alpha=1.5
1604,61,alpha=1.5
1605,82,alpha=1.5
1606,74,alpha=1.5
1607,96,alpha=1.5
1608,68,alpha=1.5
1609,107,alpha=1.5
1610,109,alpha=1.5
1611,82,alpha=1.5
1612,98,alpha=1.5
1613,97,alpha=1.5
1614,153,alpha=1.5
1615,86,alpha=1.5
1616,92,alpha=1.5
1617,117,alpha=1.5
1618,62,alpha=1.5
1619,89,alpha=1.5
1620,60,alpha=1.5
1621,140,alpha=1.5
1622,70,alpha=1.5
1623,126,alpha=1.5
1624,226,alpha=1.5
1625,103,alpha=1.5
1626,98,alpha=1.5
1627,75,alpha=1.5
1628,100,alpha=1.5
1629,76,alpha=1.5
1630,209,alpha=1.5
1631,87,alpha=1.5
1632,97,alpha=1.5
1633,163,alpha=1.5
1634,109,alpha=1.5
1635,112,alpha=1.5
1636,80,alpha=1.5
1637,135,alpha=1.5
1638,174,alpha=1.5
1639,109,alpha=1.5
1640,127,alpha=1.5
1641,82,alpha=1.5
1642,101,alpha=1.5
1643,115,alpha=1.5
1644,168,alpha=1.5
1645,79,alpha=1.5
1646,154,alpha=1.5
1647,114,alpha=1.5
1648,61,alpha=1.5
1649,65,alpha=1.5
1650,71,alpha=1.5
1651,115,alpha=1.5
1652,114,alpha=1.5
1653,91,alpha=1.5
1654,94,alpha=1.5
1655,71,alpha=1.5
1656,76,alpha=1.5
1657,92,alpha=1.5
1658,86,alpha=1.5
1659,80,alpha=1.5
1660,102,alpha=1.5
1661,83,alpha=1.5
1662,79,alpha=1.5
1663,191,alpha=1.5
1664,101,alpha=1.5
1665,109,alpha=1.5
1666,70,alpha=1.5
1667,67,alpha=1.5
1668,96,alpha=1.5
1669,90,alpha=1.5
1670,113,alpha=1.5
1671,90,alpha=1.5
1672,82,alpha=1.5
1673,147,alpha=1.5
1674,82,alpha=1.5
1675,131,alpha=1.5
1676,95,alpha=1.5
1677,184,alpha=1.5
1678,47,alpha=1.5
1679,129,alpha=1.5
1680,110,alpha=1.5
1681,341,alpha=1.5
1682,99,alpha=1.5
1683,60,alpha=1.5
1684,63,alpha=1.5
1685,205,alpha=1.5
1686,114,alpha=1.5
1687,89,alpha=1.5
1688,49,alpha=1.5
1689,90,alpha=1.5
1690,77,alpha=1.5
1691,77,alpha=1.5
1692,86,alpha=1.5
1693,77,alpha=1.5
1694,133,alpha=1.5
1695,78,alpha=1.5
1696,67,alpha=1.5
1697,110,alpha=1.5
1698,101,alpha=1.5
1699,101,alpha=1.5
1700,98,alpha=1.5
1701,70,alpha=1.5
1702,107,alpha=1.5
1703,77,alpha=1.5
1704,78,alpha=1.5
1705,92,alpha=1.5
1706,102,alpha=1.5
1707,69,alpha=1.5
1708,182,alpha=1.5
1709,108,alpha=1.5
1710,77,alpha=1.5
1711,138,alpha=1.5
1712,66,alpha=1.5
1713,86,alpha=1.5
1714,109,alpha=1.5
1715,94,alpha=1.5
1716,66,alpha=1.5
1717,99,alpha=1.5
1718,130,alpha=1.5
1719,73,alpha=1.5
1720,119,alpha=1.5
1721,104,alpha=1.5
1722,77,alpha=1.5
1723,111,alpha=1.5
1724,79,alpha=1.5
1725,146,alpha=1.5
1726,99,alpha=1.5
1727,113,alpha=1.5
1728,72,alpha=1.5
1729,83,alpha=1.5
1730,121,alpha=1.5
1731,61,alpha=1.5
1732,116,alpha=1.5
1733,97,alpha=1.5
1734,84,alpha=1.5
1735,74,alpha=1.5
1736,63,alpha=1.5
1737,74,alpha=1.5
1738,103,alpha=1.5
1739,155,alpha=1.5
1740,70,alpha=1.5
1741,71,alpha=1.5
1742,68,alpha=1.5
1743,70,alpha=1.5
1744,256,alpha=1.5
1745,136,alpha=1.5
1746,69,alpha=1.5
1747,82,alpha=1.5
1748,112,alpha=1.5
1749,63,alpha=1.5
1750,183,alpha=1.5
1751,113,alpha=1.5
1752,58,alpha=1.5
1753,98,alpha=1.5
1754,48,alpha=1.5
1755,90,alpha=1.5
1756,67,alpha=1.5
1757,97,alpha=1.5
1758,76,alpha=1.5
1759,129,alpha=1.5
1760,159,alpha=1.5
1761,136,alpha=1.5
1762,100,alpha=1.5
1763,63,alpha=1.5
1764,75,alpha=1.5
1765,101,alpha=1.5
1766,72,alpha=1.5
1767,65,alpha=1.5
1768,95,alpha=1.5
1769,79,alpha=1.5
1770,72,alpha=1.5
1771,96,alpha=1.5
1772,99,alpha=1.5
1773,109,alpha=1.5
1774,78,alpha=1.5
1775,83,alpha=1.5
1776,79,alpha=1.5
1777,92,alpha=1.5
1778,106,alpha=1.5
1779,143,alpha=1.5
1780,133,alpha=1.5
1781,176,alpha=1.5
1782,82,alpha=1.5
1783,86,alpha=1.5
1784,66,alpha=1.5
1785,100,alpha=1.5
1786,63,alpha=1.5
1787,114,alpha=1.5
1788,146,alpha=1.5
1789,100,alpha=1.5
1790,98,alpha=1.5
1791,85,alpha=1.5
1792,64,alpha=1.5
1793,92,alpha=1.5
1794,110,alpha=1.5
1795,83,alpha=1.5
1796,130,alpha=1.5
1797,73,alpha=1.5
1798,80,alpha=1.5
1799,65,alpha=1.5
1800,91,alpha=1.5
1801,88,alpha=1.5
1802,147,alpha=1.5
1803,76,alpha=1.5
1804,62,alpha=1.5
1805,108,alpha=1.5
1806,107,alpha=1.5
1807,129,alpha=1.5
1808,112,alpha=1.5
1809,89,alpha=1.5
1810,75,alpha=1.5
1811,98,alpha=1.5
1812,73,alpha=1.5
1813,65,alpha=1.5
1814,129,alpha=1.5
1815,76,alpha=1.5
1816,68,alpha=1.5
1817,167,alpha=1.5
1818,89,alpha=1.5
1819,72,alpha=1.5
1820,151,alpha=1.5
1821,229,alpha=1.5
1822,408,alpha=1.5
1823,117,alpha=1.5
1824,94,alpha=1.5
1825,105,alpha=1.5
1826,170,alpha=1.5
1827,99,alpha=1.5
1828,102,alpha=1.5
1829,483,alpha=1.5
1830,63,alpha=1.5
1831,71,alpha=1.5
1832,121,alpha=1.5
1833,69,alpha=1.5
1834,210,alpha=1.5
1835,152,alpha=1.5
1836,85,alpha=1.5
1837,73,alpha=1.5
1838,91,alpha=1.5
1839,93,alpha=1.5
1840,283,alpha=1.5
1841,60,alpha=1.5
1842,73,alpha=1.5
1843,89,alpha=1.5
1844,154,alpha=1.5
1845,92,alpha=1.5
1846,73,alpha=1.5
1847,87,alpha=1.5
1848,94,alpha=1.5
1849,241,alpha=1.5
1850,84,alpha=1.5
1851,109,alpha=1.5
1852,89,alpha=1.5
1853,78,alpha=1.5
1854,135,alpha=1.5
1855,65,alpha=1.5
1856,81,alpha=1.5
1857,132,alpha=1.5
1858,114,alpha=1.5
1859,103,alpha=1.5
1860,115,alpha=1.5
1861,61,alpha=1.5
1862,53,alpha=1.5
1863,186,alpha=1.5
1864,108,alpha=1.5
1865,168,alpha=1.5
1866,98,alpha=1.5
1867,170,alpha=1.5
1868,86,alpha=1.5
1869,55,alpha=1.5
1870,100,alpha=1.5
1871,76,alpha=1.5
1872,62,alpha=1.5
1873,91,alpha=1.5
1874,101,alpha=1.5
1875,58,alpha=1.5
1876,79,alpha=1.5
1877,54,alpha=1.5
1878,103,alpha=1.5
1879,118,alpha=1.5
1880,97,alpha=1.5
1881,85,alpha=1.5
1882,100,alpha=1.5
1883,68,alpha=1.5
1884,85,alpha=1.5
1885,77,alpha=1.5
1886,65,alpha=1.5
1887,67,alpha=1.5
1888,206,alpha=1.5
1889,102,alpha=1.5
1890,151,alpha=1.5
1891,84,alpha=1.5
1892,110,alpha=1.5
1893,137,alpha=1.5
1894,87,alpha=1.5
1895,74,alpha=1.5
1896,93,alpha=1.5
1897,88,alpha=1.5
1898,110,alpha=1.5
1899,115,alpha=1.5
1900,84,alpha=1.5
1901,81,alpha=1.5
1902,53,alpha=1.5
1903,97,alpha=1.5
1904,135,alpha=1.5
1905,58,alpha=1.5
1906,108,alpha=1.5
1907,88,alpha=1.5
1908,77,alpha=1.5
1909,96,alpha=1.5
1910,74,alpha=1.5
1911,85,alpha=1.5
1912,71,alpha=1.5
1913,106,alpha=1.5
1914,101,alpha=1.5
1915,115,alpha=1.5
1916,293,alpha=1.5
1917,115,alpha=1.5
1918,56,alpha=1.5
1919,55,alpha=1.5
1920,133,alpha=1.5
1921,83,alpha=1.5
1922,70,alpha=1.5
1923,74,alpha=1.5
1924,240,alpha=1.5
1925,61,alpha=1.5
1926,66,alpha=1.5
1927,106,alpha=1.5
1928,72,alpha=1.5
1929,154,alpha=1.5
1930,89,alpha=1.5
1931,102,alpha=1.5
1932,89,alpha=1.5
1933,70,alpha=1.5
1934,79,alpha=1.5
1935,76,alpha=1.5
1936,72,alpha=1.5
1937,117,alpha=1.5
1938,88,alpha=1.5
1939,368,alpha=1.5
1940,94,alpha=1.5
1941,81,alpha=1.5
1942,123,alpha=1.5
1943,144,alpha=1.5
1944,121,alpha=1.5
1945,88,alpha=1.5
1946,59,alpha=1.5
1947,92,alpha=1.5
1948,67,alpha=1.5
1949,122,alpha=1.5
1950,85,alpha=1.5
1951,81,alpha=1.5
1952,81,alpha=1.5
1953,119,alpha=1.5
1954,94,alpha=1.5
1955,83,alpha=1.5
1956,137,alpha=1.5
1957,93,alpha=1.5
1958,66,alpha=1.5
1959,228,alpha=1.5
1960,92,alpha=1.5
1961,103,alpha=1.5
1962,98,alpha=1.5
1963,87,alpha=1.5
1964,64,alpha=1.5
1965,75,alpha=1.5
1966,85,alpha=1.5
1967,75,alpha=1.5
1968,102,alpha=1.5
1969,76,alpha=1.5
1970,108,alpha=1.5
1971,110,alpha=1.5
1972,80,alpha=1.5
1973,108,alpha=1.5
1974,126,alpha=1.5
1975,83,alpha=1.5
1976,214,alpha=1.5
1977,63,alpha=1.5
1978,110,alpha=1.5
1979,109,alpha=1.5
1980,77,alpha=1.5
1981,110,alpha=1.5
1982,60,alpha=1.5
1983,63,alpha=1.5
1984,123,alpha=1.5
1985,71,alpha=1.5
1986,71,alpha=1.5
1987,127,alpha=1.5
1988,103,alpha=1.5
1989,86,alpha=1.5
1990,67,alpha=1.5
1991,65,alpha=1.5
1992,119,alpha=1.5
1993,68,alpha=1.5
1994,52,alpha=1.5
1995,96,alpha=1.5
1996,58,alpha=1.5
1997,81,alpha=1.5
1998,173,alpha=1.5
1999,70,alpha=1.5
2000,55,alpha=1.5
2001,86,alpha=1.5
2002,103,alpha=1.5
2003,114,alpha=1.5
2004,122,alpha=1.5
2005,92,alpha=1.5
2006,109,alpha=1.5
2007,63,alpha=1.5
2008,97,alpha=1.5
2009,91,alpha=1.5
2010,60,alpha=1.5
2011,75,alpha=1.5
2012,119,alpha=1.5
2013,64,alpha=1.5
2014,102,alpha=1.5
2015,113,alpha=1.5
2016,84,alpha=1.5
2017,99,alpha=1.5
2018,90,alpha=1.5
2019,60,alpha=1.5
2020,187,alpha=1.5
2021,111,alpha=1.5
2022,111,alpha=1.5
2023,145,alpha=1.5
2024,116,alpha=1.5
2025,124,alpha=1.5
2026,123,alpha=1.5
2027,139,alpha=1.5
2028,74,alpha=1.5
2029,98,alpha=1.5
2030,133,alpha=1.5
2031,103,alpha=1.5
2032,111,alpha=1.5
2033,94,alpha=1.5
2034,208,alpha=1.5
2035,74,alpha=1.5
2036,106,alpha=1.5
2037,116,alpha=1.5
2038,78,alpha=1.5
2039,71,alpha=1.5
2040,94,alpha=1.5
2041,80,alpha=1.5
2042,102,alpha=1.5
2043,69,alpha=1.5
2044,134,alpha=1.5
2045,110,alpha=1.5
2046,83,alpha=1.5
2047,93,alpha=1.5
2048,94,alpha=1.5
2049,94,alpha=1.5
2050,86,alpha=1.5
2051,108,alpha=1.5
2052,46,alpha=1.5
2053,76,alpha=1.5
2054,119,alpha=1.5
2055,103,alpha=1.5
2056,89,alpha=1.5
2057,110,alpha=1.5
2058,82,alpha=1.5
2059,70,alpha=1.5
2060,58,alpha=1.5
2061,99,alpha=1.5
2062,82,alpha=1.5
2063,87,alpha=1.5
2064,87,alpha=1.5
2065,54,alpha=1.5
2066,133,alpha=1.5
2067,68,alpha=1.5
2068,56,alpha=1.5
2069,152,alpha=1.5
2070,89,alpha=1.5
2071,184,alpha=1.5
2072,210,alpha=1.5
2073,90,alpha=1.5
2074,79,alpha=1.5
2075,71,alpha=1.5
2076,118,alpha=1.5
2077,109,alpha=1.5
2078,60,alpha=1.5
2079,81,alpha=1.5
2080,146,alpha=1.5
2081,232,alpha=1.5
2082,111,alpha=1.5
2083,98,alpha=1.5
2084,90,alpha=1.5
2085,176,alpha=1.5
2086,93,alpha=1.5
2087,115,alpha=1.5
2088,89,alpha=1.5
2089,79,alpha=1.5
2090,69,alpha=1.5
2091,113,alpha=1.5
2092,76,alpha=1.5
2093,67,alpha=1.5
2094,73,alpha=1.5
2095,217,alpha=1.5
2096,80,alpha=1.5
2097,95,alpha=1.5
2098,72,alpha=1.5
2099,102,alpha=1.5
2100,80,alpha=1.5
2101,113,alpha=1.5
2102,82,alpha=1.5
2103,86,alpha=1.5
2104,115,alpha=1.5
2105,75,alpha=1.5
2106,77,alpha=1.5
2107,119,alpha=1.5
2108,111,alpha=1.5
2109,109,alpha=1.5
2110,130,alpha=1.5
2111,65,alpha=1.5
2112,109,alpha=1.5
2113,78,alpha=1.5
2114,65,alpha=1.5
2115,129,alpha=1.5
2116,96,alpha=1.5
2117,125,alpha=1.5
2118,90,alpha=1.5
2119,144,alpha=1.5
2120,73,alpha=1.5
2121,92,alpha=1.5
2122,78,alpha=1.5
2123,83,alpha=1.5
2124,77,alpha=1.5
2125,83,alpha=1.5
2126,90,alpha=1.5
2127,74,alpha=1.5
2128,95,alpha=1.5
2129,94,alpha=1.5
2130,101,alpha=1.5
2131,99,alpha=1.5
2132,83,alpha=1.5
2133,87,alpha=1.5
2134,200,alpha=1.5
2135,119,alpha=1.5
2136,93,alpha=1.5
2137,109,alpha=1.5
2138,143,alpha=1.5
2139,72,alpha=1.5
2140,85,alpha=1.5
2141,96,alpha=1.5
2142,94,alpha=1.5
2143,98,alpha=1.5
2144,80,alpha=1.5
2145,118,alpha=1.5
2146,82,alpha=1.5
2147,67,alpha=1.5
2148,85,alpha=1.5
2149,77,alpha=1.5
2150,64,alpha=1.5
2151,103,alpha=1.5
2152,124,alpha=1.5
2153,117,alpha=1.5
2154,83,alpha=1.5
2155,106,alpha=1.5
2156,93,alpha=1.5
2157,153,alpha=1.5
2158,135,alpha=1.5
2159,137,alpha=1.5
2160,82,alpha=1.5
2161,75,alpha=1.5
2162,136,alpha=1.5
2163,84,alpha=1.5
2164,81,alpha=1.5
2165,91,alpha=1.5
2166,94,alpha=1.5
2167,86,alpha=1.5
2168,51,alpha=1.5
2169,77,alpha=1.5
2170,206,alpha=1.5
2171,91,alpha=1.5
2172,53,alpha=1.5
2173,98,alpha=1.5
2174,49,alpha=1.5
2175,76,alpha=1.5
2176,167,alpha=1.5
2177,65,alpha=1.5
2178,80,alpha=1.5
2179,64,alpha=1.5
2180,76,alpha=1.5
2181,114,alpha=1.5
2182,84,alpha=1.5
2183,83,alpha=1.5
2184,124,alpha=1.5
2185,70,alpha=1.5
2186,74,alpha=1.5
2187,62,alpha=1.5
2188,226,alpha=1.5
2189,126,alpha=1.5
2190,43,alpha=1.5
2191,84,alpha=1.5
2192,69,alpha=1.5
2193,77,alpha=1.5
2194,86,alpha=1.5
2195,168,alpha=1.5
2196,207,alpha=1.5
2197,95,alpha=1.5
2198,86,alpha=1.5
2199,72,alpha=1.5
2200,123,alpha=1.5
2201,79,alpha=1.5
2202,86,alpha=1.5
2203,115,alpha=1.5
2204,63,alpha=1.5
2205,57,alpha=1.5
2206,124,alpha=1.5
2207,106,alpha=1.5
2208,102,alpha=1.5
2209,72,alpha=1.5
2210,149,alpha=1.5
2211,109,alpha=1.5
2212,71,alpha=1.5
2213,71,alpha=1.5
2214,113,alpha=1.5
2215,141,alpha=1.5
2216,91,alpha=1.5
2217,90,alpha=1.5
2218,110,alpha=1.5
2219,92,alpha=1.5
2220,69,alpha=1.5
2221,85,alpha=1.5
2222,113,alpha=1.5
2223,79,alpha=1.5
2224,155,alpha=1.5
2225,104,alpha=1.5
2226,76,alpha=1.5
2227,93,alpha=1.5
2228,105,alpha=1.5
2229,111,alpha=1.5
2230,93,alpha=1.5
2231,57,alpha=1.5
2232,79,alpha=1.5
2233,31,alpha=1.5
2234,83,alpha=1.5
2235,191,alpha=1.5
2236,55,alpha=1.5
2237,80,alpha=1.5
2238,126,alpha=1.5
2239,88,alpha=1.5
2240,80,alpha=1.5
2241,109,alpha=1.5
2242,168,alpha=1.5
2243,98,alpha=1.5
2244,66,alpha=1.5
2245,104,alpha=1.5
2246,90,alpha=1.5
2247,62,alpha=1.5
2248,61,alpha=1.5
2249,125,alpha=1.5
2250,57,alpha=1.5
2251,106,alpha=1.5
2252,50,alpha=1.5
2253,68,alpha=1.5
2254,159,alpha=1.5
2255,136,alpha=1.5
2256,83,alpha=1.5
2257,87,alpha=1.5
2258,94,alpha=1.5
2259,100,alpha=1.5
2260,110,alpha=1.5
2261,303,alpha=1.5
2262,77,alpha=1.5
2263,108,alpha=1.5
2264,84,alpha=1.5
2265,124,alpha=1.5
2266,90,alpha=1.5
2267,66,alpha=1.5
2268,64,alpha=1.5
2269,66,alpha=1.5
2270,158,alpha=1.5
2271,127,alpha=1.5
2272,74,alpha=1.5
2273,87,alpha=1.5
2274,82,alpha=1.5
2275,74,alpha=1.5
2276,83,alpha=1.5
2277,64,alpha=1.5
2278,140,alpha=1.5
2279,94,alpha=1.5
2280,80,alpha=1.5
2281,155,alpha=1.5
2282,61,alpha=1.5
2283,133,alpha=1.5
2284,102,alpha=1.5
2285,319,alpha=1.5
2286,96,alpha=1.5
2287,89,alpha=1.5
2288,87,alpha=1.5
2289,58,alpha=1.5
2290,92,alpha=1.5
2291,81,alpha=1.5
2292,81,alpha=1.5
2293,82,alpha=1.5
2294,85,alpha=1.5
2295,129,alpha=1.5
2296,75,alpha=1.5
2297,121,alpha=1.5
2298,81,alpha=1.5
2299,123,alpha=1.5
2300,64,alpha=1.5
2301,70,alpha=1.5
2302,84,alpha=1.5
2303,108,alpha=1.5
2304,50,alpha=1.5
2305,66,alpha=1.5
2306,87,alpha=1.5
2307,72,alpha=1.5
2308,114,alpha=1.5
2309,144,alpha=1.5
2310,125,alpha=1.5
2311,327,alpha=1.5
2312,46,alpha=1.5
2313,108,alpha=1.5
2314,51,alpha=1.5
2315,101,alpha=1.5
2316,58,alpha=1.5
2317,55,alpha=1.5
2318,86,alpha=1.5
2319,80,alpha=1.5
2320,61,alpha=1.5
2321,93,alpha=1.5
2322,79,alpha=1.5
2323,112,alpha=1.5
2324,58,alpha=1.5
2325,79,alpha=1.5
2326,64,alpha=1.5
2327,85,alpha=1.5
2328,128,alpha=1.5
2329,110,alpha=1.5
2330,59,alpha=1.5
2331,59,alpha=1.5
2332,128,alpha=1.5
2333,97,alpha=1.5
2334,77,alpha=1.5
2335,73,alpha=1.5
2336,91,alpha=1.5
2337,79,alpha=1.5
2338,122,alpha=1.5
2339,68,alpha=1.5
2340,65,alpha=1.5
2341,174,alpha=1.5
2342,75,alpha=1.5
2343,91,alpha=1.5
2344,111,alpha=1.5
2345,111,alpha=1.5
2346,72,alpha=1.5
2347,101,alpha=1.5
2348,83,alpha=1.5
2349,98,alpha=1.5
2350,72,alpha=1.5
2351,84,alpha=1.5
2352,80,alpha=1.5
2353,80,alpha=1.5
2354,92,alpha=1.5
2355,67,alpha=1.5
2356,108,alpha=1.5
2357,100,alpha=1.5
2358,118,alpha=1.5
2359,148,alpha=1.5
2360,57,alpha=1.5
2361,71,alpha=1.5
2362,76,alpha=1.5
2363,71,alpha=1.5
2364,99,alpha=1.5
2365,78,alpha=1.5
2366,205,alpha=1.5
2367,86,alpha=1.5
2368,70,alpha=1.5
2369,81,alpha=1.5
2370,66,alpha=1.5
2371,130,alpha=1.5
2372,95,alpha=1.5
2373,81,alpha=1.5
2374,82,alpha=1.5
2375,71,alpha=1.5
2376,86,alpha=1.5
2377,72,alpha=1.5
2378,60,alpha=1.5
2379,105,alpha=1.5
2380,79,alpha=1.5
2381,82,alpha=1.5
2382,441,alpha=1.5
2383,87,alpha=1.5
2384,75,alpha=1.5
2385,95,alpha=1.5
2386,124,alpha=1.5
2387,117,alpha=1.5
2388,67,alpha=1.5
2389,88,alpha=1.5
2390,78,alpha=1.5
2391,74,alpha=1.5
2392,108,alpha=1.5
2393,70,alpha=1.5
2394,105,alpha=1.5
2395,102,alpha=1.5
